ID,RiskScore
0,32.558501629023205
1,57.023557651378354
2,30.592410913395582
3,33.67284883498569
4,35.06228919753411
5,72.73589313580395
6,31.03673367503866
7,29.880037273833963
8,31.59244688443031
9,61.815818606578546
10,51.41080270804215
11,28.856734404087106
12,49.831977745250256
13,37.17598213298034
14,52.15645220422923
15,62.634059098615964
16,26.60405122407777
17,29.209465628624322
18,67.47815509998222
19,58.8380348539965
20,75.70249600365554
21,31.367045777896863
22,64.86005674835458
23,35.416282096269555
24,55.50301094658505
25,30.483002356099774
26,33.14495641819794
27,29.49661867944657
28,55.376443985927395
29,76.61004994208677
30,31.87484336195267
31,64.06367540816171
32,32.40656604727343
33,29.717231011397757
34,38.78022416901059
35,36.849801802108175
36,67.46751440819507
37,56.40899148768714
38,46.23234871149377
39,70.74724084212146
40,64.30215165197278
41,57.85566261686175
42,73.85803101445904
43,27.638500652037962
44,46.71960241806424
45,29.535845356976864
46,34.727887477594734
47,70.49531280417
48,30.466196859951822
49,34.20604449063519
50,61.166922823690356
51,58.797951620933176
52,52.682530838720034
53,36.043693284840884
54,31.02867700471851
55,33.208178582895286
56,72.9119998174805
57,37.611752233905676
58,42.52046352807554
59,58.61530174520295
60,73.24858196071212
61,50.68811260808321
62,28.259156705171634
63,78.57878872410195
64,29.088043452421218
65,31.94213114440973
66,57.03970779302544
67,64.02881674989254
68,37.77420436763495
69,64.86561410786373
70,38.63757838227646
71,40.080829665440625
72,48.92278350275509
73,64.38209290830422
74,55.96253934836298
75,61.36830540303686
76,66.3132529588671
77,26.797355127146147
78,49.82234246908132
79,61.47477378269038
80,67.88937142137294
81,61.15924925144614
82,57.825695460608486
83,36.222335679624564
84,68.72843359405087
85,70.19114444383465
86,59.18860549541369
87,26.743909209676197
88,55.38633537876551
89,75.23504723784407
90,33.54584958196693
91,59.65937197697557
92,34.72759813091835
93,29.933373152881153
94,38.93210221187253
95,36.88136238934895
96,35.03201208781869
97,64.3766637337385
98,33.00891611194925
99,64.66159636369188
100,33.69771722655825
101,32.892879395269695
102,71.02765190044155
103,74.24070115682225
104,29.594466446032527
105,84.43366182692463
106,68.91705517117168
107,69.52400226557529
108,36.212128199121096
109,74.66835534076526
110,49.19329847288525
111,64.1890861988532
112,79.11743876911692
113,68.4926449873487
114,64.09630202573416
115,33.7924326872876
116,72.24469029518586
117,56.487019495382484
118,37.65915188180014
119,44.75884968744451
120,30.836732684202403
121,72.50050833852099
122,30.40240258399823
123,58.36968463678676
124,32.88990433297207
125,66.35371444895515
126,21.449907644006643
127,28.19200977520297
128,34.57204911652315
129,75.64040654439654
130,30.032703142923665
131,65.47436266763265
132,72.01179232015954
133,79.20369275276293
134,28.82215159023294
135,35.400156606607766
136,25.32729702314675
137,33.66593601913398
138,35.58132480906267
139,41.071860826264576
140,49.1184865565433
141,51.23367299351726
142,26.565267015094392
143,26.727113762923537
144,67.36573317590509
145,30.641424818046026
146,54.73826327915689
147,72.21385127386355
148,69.10278322982798
149,70.49707651057244
150,39.52867188174247
151,31.111436102201388
152,72.32152342728166
153,43.96590284698534
154,60.384400255680006
155,36.991826527234
156,66.38836463110454
157,67.91923021025613
158,62.00725453520589
159,66.93648302524235
160,52.33825655057861
161,32.501541801893595
162,66.07230078993005
163,35.545422342909035
164,45.750462624085614
165,54.45590393884862
166,30.935312743036206
167,46.841298838968584
168,34.483730076155254
169,27.631680999722008
170,36.212983483283885
171,37.732078472529295
172,63.65170387473293
173,42.83106590568535
174,34.14683440624226
175,40.50974475560575
176,64.41752886696395
177,41.45775334486321
178,31.292202097648655
179,69.6025611302887
180,41.43309999822205
181,34.389598235944405
182,68.03779123500458
183,45.62243862005497
184,75.776911207629
185,69.77572211572058
186,70.66127514195433
187,65.50754787115254
188,34.514699695902074
189,22.864831987663422
190,31.09168201359848
191,72.88356473210784
192,61.9617434264225
193,31.745607509213215
194,63.83140302461689
195,29.07082051577089
196,30.946420837216678
197,62.93817131202677
198,74.07706325029233
199,35.389049785991304
200,29.047570736376137
201,60.17154726829459
202,30.00205832227416
203,33.06537419685791
204,73.08232730165922
205,62.36931540875966
206,61.67553587530713
207,51.996858255385305
208,56.676588335617524
209,70.44105391856287
210,28.30224314066777
211,28.38173996261466
212,69.05874660367765
213,66.40082817624818
214,38.71053342072487
215,57.57943136960397
216,69.23942318959894
217,73.65253107617856
218,55.71788092169799
219,30.742424030469024
220,32.53972761978498
221,33.476759410006295
222,31.236852745391367
223,58.89012458452092
224,29.322629554953032
225,66.98843519979235
226,56.090414692110656
227,31.288726680697117
228,35.579722172735615
229,37.953485271056564
230,42.95271842488353
231,53.56571161180659
232,54.44365909278516
233,60.49070386012936
234,68.45284448809366
235,40.30835215607452
236,29.889859936471012
237,53.7252805873194
238,63.55837212933085
239,29.235838737255897
240,63.78660935452062
241,68.08914772982243
242,49.20140611233348
243,67.13596450027086
244,65.35468779303898
245,68.63994327243702
246,24.990328719997052
247,41.666668865264214
248,77.2950652133136
249,25.71905889379665
250,62.6250507376523
251,31.58924799013468
252,50.27519523091637
253,43.790125181296496
254,53.28359764489785
255,35.59433129209124
256,56.41519369448805
257,65.94575811912668
258,64.27700463735454
259,34.72274882611902
260,51.27180987919955
261,48.91004264245213
262,27.620139478066378
263,77.29900865260555
264,60.226869726322846
265,25.336486724602153
266,43.05932941290491
267,23.651813739794115
268,65.76462311412563
269,78.55616557701636
270,68.36994734272321
271,71.14139861458693
272,32.39723093690018
273,48.70976480350676
274,28.404885984501114
275,39.63431570521635
276,65.9370868109786
277,32.85506107456608
278,62.58413620612731
279,27.076409012954677
280,61.73785253264614
281,59.808032767076185
282,62.098923873531376
283,57.5727794875701
284,35.450818193059774
285,31.923380885155268
286,30.268507348917723
287,72.82941819095029
288,52.45884283376228
289,33.407343191532924
290,61.531864117664774
291,38.3050241628586
292,56.06578547237445
293,66.54644399420701
294,32.68236019478582
295,70.2810830269828
296,64.52088898452344
297,33.10142702071402
298,35.97406865399601
299,73.8245067356336
300,49.860992609631886
301,69.10635512055303
302,51.87277897163179
303,34.49117549259339
304,59.044943259970914
305,30.622926183124925
306,33.883287042597665
307,68.90064230247755
308,61.00672491666634
309,30.972609320082114
310,63.31620619833562
311,56.95990016316964
312,56.4875184964374
313,39.78830564435776
314,63.39514756438156
315,75.49791669895531
316,40.638111906023134
317,35.13414823320515
318,65.8930133581901
319,33.01939582099786
320,29.676975963778077
321,33.55363140956598
322,74.1229345846669
323,70.84921103675026
324,81.86994117508762
325,31.31900467360353
326,74.85542495399221
327,31.206069231336095
328,42.724377577340746
329,30.009667316513912
330,55.34924077112978
331,82.06936712127896
332,23.694891169315355
333,65.60439326823567
334,59.554751192637745
335,60.07419174449218
336,60.33203758807069
337,31.902042493984695
338,33.71559688158054
339,51.87953072753078
340,73.02069797083513
341,73.96303574790983
342,69.6296010511436
343,63.59309135299243
344,32.28596086544103
345,31.909115949137373
346,46.88026389112147
347,38.88967277996488
348,38.438580855953305
349,26.67298093143848
350,42.506171579664
351,31.808609593668677
352,66.05846280146108
353,28.90266188891264
354,33.13996097589784
355,32.706674585235106
356,27.934072302401262
357,30.617180730681945
358,27.355447316303355
359,69.16865585869107
360,26.41988889402176
361,25.19932626814054
362,33.150099643221324
363,64.19973165168354
364,53.929532556509976
365,55.47188654934965
366,52.757902126310064
367,34.183414020482104
368,71.6976270316899
369,44.32615816365303
370,38.06329979523879
371,31.275727642962032
372,32.20075128402716
373,68.54636735346419
374,57.576353270088624
375,36.81570180367834
376,29.67376899984567
377,61.513448693329494
378,43.275050924286525
379,74.37897568196911
380,34.594272623911344
381,29.841369374738463
382,59.5525738641564
383,68.95871755166145
384,55.38790421222118
385,64.23484757474853
386,29.209751471857174
387,28.687136261947096
388,63.31311786867913
389,32.51892880485888
390,65.28020550705874
391,66.90460565505971
392,60.833223158818896
393,40.45759355583369
394,66.4408832052323
395,65.87298062755019
396,32.85745535466094
397,29.628913373097646
398,72.48257574665485
399,31.411454689047304
400,58.23611599340684
401,62.88851628261047
402,27.86853218898969
403,64.65212435766858
404,64.25345612692222
405,59.19173797620027
406,30.282105174746654
407,63.78693161430746
408,54.690700261199055
409,33.05060753958745
410,33.56385596389599
411,41.22861009953097
412,33.14763905983545
413,32.24686015004269
414,57.953411211504424
415,43.09001962148896
416,48.10984318927165
417,36.686105842825924
418,32.27809443465374
419,55.65024471888021
420,26.461486891079986
421,39.18712764399238
422,31.24265967917681
423,61.948331997139746
424,26.193460201670895
425,55.69792097872281
426,31.590471449966905
427,33.128571344044275
428,57.32293131735827
429,32.70828609716254
430,58.91131021055463
431,30.213877889908773
432,64.94772437719864
433,70.17942082698555
434,68.71137863883831
435,58.641712928476636
436,27.647882334238062
437,64.63954684040972
438,40.34845695370471
439,49.28220326338066
440,70.78350804943466
441,30.019859516989307
442,74.11877498144405
443,59.99717841420581
444,69.39213252422097
445,69.17070625544453
446,64.41143348679032
447,37.62556061793847
448,64.63619046943832
449,78.6825439087184
450,68.48156472456283
451,71.2655737068537
452,29.9147320411073
453,60.19923183230968
454,63.88187728814507
455,33.27072927489451
456,41.49426507155337
457,60.441103163336805
458,35.25613856426819
459,58.115857462185474
460,34.114921662223146
461,36.356897180019836
462,30.008543543249367
463,51.857966335135956
464,28.640308344060834
465,37.898720847618165
466,30.806146270403815
467,69.74530782621297
468,40.04511667153199
469,75.92711529009246
470,60.679987958914595
471,69.79913855516192
472,37.519009690402996
473,33.9376614475394
474,30.000499633242306
475,65.18286261505388
476,30.704774082259732
477,69.9534164441744
478,29.88472038606993
479,60.54601731907004
480,57.00403589891931
481,39.359098358746095
482,74.42333654991661
483,36.228998344135405
484,33.936163787591155
485,42.44682981099117
486,70.71240206767153
