ID,RiskScore
0,32.668011177026834
1,56.8859812254576
2,30.61329319898664
3,33.54612664304412
4,34.9938804404738
5,73.00702118133216
6,30.716006787476246
7,29.592433066640936
8,31.630370376036076
9,62.04049180754082
10,51.25574453302364
11,28.707964845102154
12,49.91476335749927
13,37.345200858966194
14,52.15310470345939
15,62.779551317124856
16,26.747988943788318
17,28.94443577504964
18,67.43482715267928
19,58.19640957058911
20,75.9852987399473
21,31.19531156251402
22,65.31815051027439
23,35.30875075458578
24,55.3258185699878
25,30.065634258529556
26,33.2793627008786
27,29.507116484943154
28,55.2631594616069
29,75.79077307446835
30,31.843259512032695
31,64.26101989759272
32,32.1943047308422
33,29.734046033000617
34,38.87992007876809
35,36.68557167633399
36,67.65323048054896
37,56.25616028872829
38,46.656852194887534
39,70.75478115942025
40,64.45074220347246
41,57.86066010590853
42,74.78243600588038
43,27.70906448849017
44,46.682499595688526
45,29.239801611766747
46,34.94506744718607
47,70.49297151496413
48,30.42016653408088
49,34.29932186913723
50,61.383279390541546
51,58.60556168722852
52,52.58636443858874
53,36.284848481274736
54,30.92593760339392
55,33.26767445219791
56,73.79591963392409
57,38.03113956697107
58,42.716611899737046
59,58.563910626259094
60,73.39238600896783
61,50.73667671567894
62,28.149012112427158
63,79.43453464880852
64,28.957577789952783
65,32.32000560034965
66,56.96469794142047
67,63.83213698568737
68,37.81075517294869
69,64.70583284389164
70,38.69159654138404
71,40.68902717376275
72,48.773619328322255
73,64.434583434204
74,56.01486998892936
75,61.399402549634985
76,66.34404103823739
77,26.780375781794433
78,49.58500625113626
79,61.60873157659533
80,68.06462791748004
81,61.25454612110865
82,57.954023801856444
83,36.22504363704665
84,68.83200419553768
85,70.56459742076319
86,59.051132446637396
87,26.501870784038882
88,55.39671382662961
89,75.70142487760256
90,33.35789747354045
91,59.55164343704642
92,34.3547295708771
93,29.630413106151472
94,38.95423813480473
95,36.90987798316827
96,34.90434229261456
97,64.52586517603447
98,32.72638878390304
99,64.42610562652712
100,33.926198240027304
101,33.00877486692549
102,71.39235562275915
103,74.12266506454473
104,29.416746621081288
105,85.44956475698714
106,69.01587773475592
107,69.66503919770057
108,36.258681188445976
109,74.87178545795628
110,48.64988475691998
111,64.2252279922288
112,79.50969867111209
113,68.6833869190995
114,64.19180206591699
115,33.92476558629137
116,72.40646453393863
117,56.588921775988354
118,37.69810477133133
119,45.66914525306808
120,31.02887863986258
121,72.63152674146751
122,30.241399005550974
123,58.187448487524506
124,32.69143850096945
125,66.56021141924955
126,21.81549814695512
127,28.06245397015296
128,34.21331520870015
129,76.35282180524294
130,29.86441581327886
131,65.61057052035827
132,71.93908022082198
133,79.56461118967866
134,28.787693944951947
135,35.44456554789204
136,25.194239580771296
137,33.57522348815935
138,35.70049009748412
139,41.08315671795227
140,49.02508107126736
141,51.26497181876164
142,26.248337323231446
143,26.766416651958227
144,67.63096752072408
145,30.642229696098333
146,54.779320068268476
147,72.51749585045448
148,69.35092986753114
149,70.57257455620194
150,39.34129769023386
151,31.085593453601305
152,72.34838390291019
153,44.93311195100507
154,60.1395523795252
155,37.317916924532604
156,66.83184330935083
157,68.42136618093676
158,62.133796632671995
159,67.12720152388557
160,52.09840616533029
161,32.206923911375284
162,66.21726011671072
163,35.57203747330381
164,46.029028110477114
165,54.52992628452535
166,30.57689374450331
167,46.60538787342742
168,34.38883208292427
169,27.448313795649252
170,36.10644303533086
171,37.96891140502691
172,63.63184156545444
173,43.10351176643517
174,34.1335723460959
175,40.66279524916141
176,65.32094554008467
177,41.461364557270315
178,32.98482584446059
179,69.67455991134018
180,41.30109771698453
181,34.576496161041845
182,68.54798926000669
183,45.68210902754085
184,76.0584676259894
185,69.95867146864445
186,70.43839046920179
187,65.86840925871635
188,34.86343602087649
189,23.211070230875286
190,30.72207042611914
191,73.20237558180014
192,62.12348000370759
193,31.45049020123802
194,64.13770854065665
195,29.036769516847396
196,30.946913572856616
197,62.68042856221125
198,74.63647564467269
199,35.567149654196825
200,29.031505913570538
201,60.40031306268558
202,29.57842719845025
203,33.10895763072217
204,73.53502560417698
205,62.68997690351206
206,61.626107165584514
207,51.88326169347511
208,56.573350355177524
209,71.31929764735673
210,28.215872987336134
211,28.126440661556387
212,69.5159093953807
213,66.81040614711125
214,39.0002760637104
215,57.77033208714859
216,69.28012365382722
217,74.77902603625284
218,55.418935019507586
219,30.608756265577394
220,32.54976075350033
221,33.759201622757715
222,30.963642412304143
223,58.857795992729294
224,29.23522320390036
225,67.10436392541462
226,55.80259869689915
227,31.15603716480419
228,35.5517363073892
229,38.103258493766944
230,42.8853700623362
231,53.53661992703052
232,54.58132792328113
233,60.32574771074336
234,68.64124394870413
235,40.4879725857123
236,29.952880716893603
237,53.82589682476338
238,63.683402375289894
239,29.065489992998735
240,63.436267425750415
241,67.92742169424855
242,49.07493990978659
243,67.06316768410922
244,65.37474085206358
245,68.95898642354791
246,24.9907459131946
247,41.60533801642644
248,77.60675808826511
249,25.751524799335627
250,62.631397844893584
251,31.706616017811804
252,50.44044115094086
253,43.109485945657305
254,53.554532487983266
255,35.706487844153926
256,56.429067886416824
257,66.06820189650664
258,64.30623241726337
259,34.86778406060452
260,50.95852471131882
261,48.8275739152116
262,27.750664139717635
263,77.61781452581816
264,60.02956833122843
265,24.886804576650768
266,43.34236792087784
267,23.37161942592018
268,66.08563831214906
269,78.7630879724118
270,69.21211502051027
271,71.2204184483231
272,32.21809982597283
273,48.59371767501543
274,28.021031049582902
275,39.63322956518823
276,65.92141841646477
